,KODE,NAMA BAHAN,SUMBER,Food Group,Type,AIR (g),ENERGI (Kal),PROTEIN (g),LEMAK (g),KH (g),SERAT (g),ABU (g),KALSIUM (mg),FOSFOR (mg),BESI (mg),NATRIUM (mg),KALIUM (mg),TEMBAGA(mg),SENG (mg),RETINOL (mcg),B-KAR (mcg),KAR -TOTAL (mcg),THIAMIN (mg),RIBOFLAVIN (mg),NIASIN (mg),VIT_C (mg),Unnamed: 24
155,ER017,"Buah rukam, segar",KZGMI-2001,buah,single,71.3,113,0.8,0.3,26.8,7.7,0.8,108,52,1.2,2,219,0.3,0.9,,17,,0.06,0.01,,20,100
156,ER018,"Buah ruruhi, segar",KZGMI-2001,buah,single,93,29,2.1,0.7,3.6,2.6,0.3,6,7,0,36,45,0,0.1,,7,,0.06,0.01,,10,82
157,ER019,"Buah tuppa, segar",KZGMI-2001,buah,single,82.5,67,0.4,0.2,15.9,,1,12,139,0.5,2,0,0.2,0.5,,,,0.04,0.01,,5,
158,ER020,"Carica papaya, segar",KZGPI- 1990,buah,single,93.4,24,1.9,0.2,3.7,1,0.9,51,33,1.8,,,,,0,0,1000,0.32,0.07,0,85,60
159,ER021,"Cempedak, segar",DABM-1964,buah,single,67,116,3,0.4,28.6,3.4,1,20,30,1.5,25,243.7,,,,79,200,0,,0.5,15,30
160,ER022,"Duku, segar",DABM-1964,buah,single,82,63,1,0.2,16.1,4.3,0.7,18,9,0.9,2,149,0.1,0.2,,0,0,0.05,0.15,1.5,9,64
161,ER023,"Durian, segar",DABM-1964,buah,single,65,134,2.5,3,28,3.5,8,7,44,1.3,1,601,0.1,0.3,,146,175,0.1,0.19,136.5,53,22
162,ER024,"Duwet, segar",KZGPI- 1990,buah,single,80.2,80,0.5,0.6,18.2,0.9,0.5,33,138,1.3,16,92.7,191.3,0.3,0,329,0,0.02,0.01,2.5,"13
0",67
163,ER025,"Embacang, segar",DABM-1964,buah,single,72.5,98,1.4,0.2,25.4,1.9,0.5,21,15,0.5,3,250.9,0.1,0.1,,2533,1218,0.03,0.09,0.7,56,65
164,ER026,"Encung asam, segar",KZGPI- 1990,buah,single,73,122,3.5,4.5,17.5,9.3,1.5,63,69,3.2,,,,,0,,2357,0.02,,,0,98
165,ER027,"Erbis, segar",DABM-1964,buah,single,80,70,0.6,0,18.9,7.7,0.5,11,50,1.1,21,257.1,0.1,0.1,,549,10,0,0.1,1.1,16,33
166,ER028,Gandaria masak,DABM-1964,buah,single,80.8,68,0.7,0.1,18,2.2,0.4,9,20,1,3,129,,,,329,1020,0.03,0.07,0.7,"11
1",70
167,ER029,"Gatep, segar",KZGPI- 1990,buah,single,52.7,191,4.5,1.5,39.7,13.4,1.6,186,69,3.2,17,403.3,0.7,1.3,,51,,0.05,0.2,1.8,,100
168,ER030,"Jambu air, segar",DABM-1964,buah,single,87,46,0.6,0.2,11.8,2.1,0.8,8,9,1.1,11,321.2,,0.1,,92,,0.02,0.38,4.6,5,90
169,ER031,Jambu biji,DABM-1964,buah,single,86,49,0.9,0.3,12.2,2.4,0.6,14,28,1.1,10,52.8,0,0.3,,27,25,0.02,0.03,0.8,87,82
170,ER032,"Jambu bj putih tdk
brbj",KZGPI- 1990,buah,single,82.8,61,0.9,0.3,15.4,4.5,0.6,31,41,0.2,20,103,0,0.5,,53,18,1.02,0.06,1.3,"11
6",82
171,ER033,"Jambu bol, segar",KZGMI-2001,buah,single,87.1,49,2.3,0.2,9.6,3.5,0.8,8,8,0.3,1,14,0,0,,92,,0.13,0.01,0.5,22,67
172,ER034,"Jambu monyet, segar",DABM-1964,buah,single,82.6,64,0.7,0.6,15.8,1.2,0.3,4,13,0.5,12,107.8,,,,1604,25,0.02,0,2,"19
7",90
173,ER035,"Jeruk bali, segar",DABM-1964,buah,single,86.3,48,0.6,0.2,12.4,0.8,0.5,23,27,0.5,21,366.1,171.3,0.1,,33,20,0.04,0,0.4,43,62
174,ER036,"Jeruk banjar, segar",KZGMI-2001,buah,single,84.5,61,0.8,0.2,14.1,5.4,0.4,9,13,0.2,3,79,0.1,0.1,,9,,0.12,0.03,0.3,31,72
175,ER037,Jeruk garut-keprok,DABM-1964,buah,single,87.3,44,0.8,0.3,10.9,1.6,0.7,33,23,0.4,5,518.1,169.3,0.2,,0,420,0.07,0.03,0.2,31,71
176,ER038,"Jeruk Kalamansi, segar",BKP,buah,single,90.2,39,0.3,0.3,8.9,2.3,0.4,42,85,0.5,3,82,0.3,0.1,,1,0.3,0.02,0.1,0,30,100
177,ER039,"Jeruk manis, segar",DABM-1964,buah,single,87.2,45,0.9,0.2,11.2,1.4,0.5,33,23,0.4,4,472.1,160,0.2,,0,190,0.08,0.03,0.2,49,72
178,ER040,"Jeruk nipis, segar",KZGPI- 1990,buah,single,88.9,44,0.5,0.2,10,0.4,0.4,18,22,0.2,3,108.9,0.1,0.1,,23,4,0.01,0.03,0.2,20,76
179,ER041,"Jeruk ragi, segar",KZGPI- 1990,buah,single,87.6,49,0.7,0.2,11.1,0.5,0.4,36,67,0.7,4,457.3,155,0.2,,0,68,0.03,0.03,0.2,30,59
180,ER042,"Kawista, segar",KZGPI- 1990,buah,single,71.8,120,3.5,2.5,20.8,4.6,1.4,190,230,1.6,9,1015.6,308.4,0.4,,99,,0.07,0.07,0.4,3,72
181,ER043,"Kedondong masak,
segar",DABM-1964,buah,single,88,46,1,0.1,10.3,2.6,0.6,15,22,2.8,2,216.2,0,0.1,,164,233,0.08,0.23,0.3,30,58
182,ER044,"Kedondong, segar",KZGMI-2001,buah,single,87.8,47,0.5,0.2,10.4,2.7,0.6,7,58,0.8,2,0,,0.2,,167,,0.07,0.04,0.4,32,58
183,ER045,"Kelapa hutan, kering",KZGMI-2001,buah,single,6,623,2,52.1,36.5,15.3,3.4,120,280,3.8,100,460,1.7,1.9,,,,,,0.2,,
184,ER046,"Kelapa muda, daging,
segar",DABM-1964,buah,single,83.3,68,1,0.9,14,0,0.8,7,30,1,17.9,564.6,0.1,0.3,0,0,,0.06,0.02,0.6,4,53
185,ER047,"Kemang, segar",DABM-1964,buah,single,86.5,48,1,0.2,11.9,1.7,0.4,10,24,0.1,2,88.6,0,0.1,,318,6,0.08,0.01,0.3,58,65
186,ER048,"Kesemek, segar",DABM-1964,buah,single,78.2,78,0.8,0.4,20,0.6,0.6,6,26,0.3,0,34.5,0.1,0.1,,109,2710,0.05,0,0.1,11,97
187,ER049,"Kokosan, segar",DABM-1964,buah,single,85,86,1.6,0.2,13,1.4,0.2,22,38,1.3,2,118.3,0.1,0.2,,0,20,0.04,0.04,1.5,3,64
188,ER050,"Kranji, segar",KZGPI- 1990,buah,single,20.1,315,2.1,1.4,73.5,3.6,2.9,160,120,3.7,,,,,,,,0.02,,,,31
189,ER051,"Langsat, segar",DABM-1964,buah,single,84.1,56,0.9,0.2,14.3,1.4,0.5,17,24,1.1,1,232,0.1,0.2,,,0,0.07,0,0.8,9,64
190,ER052,"Lemon, segar",KZGMI-2001,buah,single,92.2,34,0.5,0.8,6.2,0.1,0.3,23,20,0.3,31,140,0.1,0.2,,0,,0.09,0.12,0.3,50,100
191,ER053,"Lontar, segar",KZGPI- 1990,buah,single,93,27,0.4,0.2,6,1.6,0.4,91,243,0.5,,,,,,,,0.03,,,,79
192,ER054,"Mangga, segar",KZGMI-2001,buah,single,86.6,52,0.7,0,12.3,1.6,0.2,20,16,1,3,140,0.3,0,,316,,0.03,0.01,0.3,12,65
193,ER055,"Mangga benggala,
segar",KZGMI-2001,buah,single,84.4,63,2.4,0.4,12.4,5.8,0.4,9,13,0.2,3,79,0.1,0.1,,10,,0.18,0.01,0.4,43,65
194,ER056,"Mangga gedung, segar",DABM-1964,buah,single,87.4,44,0.7,0.2,11.2,1.6,0.5,13,10,0.2,2,83.6,0,0.1,,113,16400,0.08,0.01,0.3,30,65
195,ER057,"Mangga golek, segar",DABM-1964,buah,single,82.2,63,0.5,0.2,16.7,2.3,0.4,14,10,0.7,3,118.1,0.1,0.1,,160,3715,0.08,0.02,0.4,65,65
196,ER058,"Mangga harumanis,
segar",DABM-1964,buah,single,86.6,46,0.4,0.2,11.9,1.7,0.8,15,9,0.2,2,88.9,0,0.1,,120,1200,0.08,0.01,0.3,6,65
197,ER059,"Mangga indramayu,
segar",DABM-1964,buah,single,80.2,72,0.8,0.2,18.7,2.5,0.1,13,10,1.9,3,131.4,0.1,0.1,,178,2900,0.06,0.02,0.5,16,65
198,ER060,"Mangga kopek, segar",DABM-1964,buah,single,84.5,56,0.4,0.2,14.6,2,0.3,16,10,1.7,2,102.9,0,0.1,,139,6520,0.03,0.01,0.4,27,65
199,ER061,"Mangga kwini, segar",KZGMI-2001,buah,single,78.6,86,0.7,0.5,19.8,6.5,0.4,11,11,0.2,1,16,0.1,0.1,,932,,0.15,0.02,0.5,18,65
200,ER062,"Mangga manalagi,
segar",KZGMI-2001,buah,single,66.5,133,1,0.1,32.1,11.8,0.3,20,23,1,70,161,0,0,0,4,,0.07,0,0.6,61,65
201,ER063,"Mangga muda, segar",DABM-1964,buah,single,83.7,59,0.5,0.4,15.1,,0.3,12,11,0.4,2,108.2,0.1,0.1,,146,85,0.06,0.02,0.4,2,73
202,ER064,"Manggis, segar",DABM-1964,buah,single,83,63,0.6,0.6,15.6,1.5,0.2,8,12,0.8,10,61.9,0.1,0.1,,0,0,0.03,0.03,0.3,5,29
203,ER065,"Markisa, segar",KZGPI- 1990,buah,single,64.7,144,3.5,1.2,29.8,11.4,0.8,27,203,1.4,37,453.8,0.1,0.1,0,969,691,0.02,0.17,2,10,48
204,ER066,"Matoa, segar",KZGMI-2001,buah,single,76.5,90,1.2,0.1,21.1,0.5,1.1,20,40,0.6,10,190,0.3,0.6,,2,,0.18,0.09,0.5,54,40
205,ER067,"Melon, segar",BKP,buah,single,90.8,37,0.6,0.4,7.8,1,0.5,12,14,0.4,27,167,0.3,0.1,,1,0,0.02,0.1,0,0,58.1
206,ER068,"Menteng, segar",DABM-1964,buah,single,79,65,1.7,0.3,16.1,,2.9,13,20,0.8,,,,,,,0,0,,,,64
207,ER069,"Nanas palembang,
segar",KZGMI-2001,buah,single,85.5,58,0.7,0.2,13.3,1.6,0.3,29,15,0.6,7,117,0,0.1,,17,,0.26,0.03,0.2,11,53
208,ER070,"Nanas, segar",KZGPI- 1990,buah,single,88.9,40,0.6,0.3,9.9,0.6,0.3,22,14,0.9,18,111,0,0.1,0,17,90,0.02,0.04,0.2,22,53
209,ER071,"Nangka masak pohon,
segar",DABM-1964,buah,single,70,106,1.2,0.3,27.6,3.7,2.7,20,19,0.9,2,407,246.6,1.4,,149,330,0.07,0.1,1,7,28
210,ER072,"Pala, daging, segar",DABM-1964,buah,single,88.1,42,0.3,0.2,10.9,0.5,0.5,32,24,1.5,,,,,,,29,,,,22,30
211,ER073,"Pepaya, segar",DABM-1964,buah,single,86.7,46,0.5,12,12.2,1.6,0.6,23,12,1.7,4,221,0,0.3,,1038,365,0.04,0.06,0.4,78,75
212,ER074,"Pisang ambon, segar",KZGMI-2001,buah,single,72.9,108,1,0.8,24.3,1.9,1,20,30,0.2,10,0,0.2,0.2,,37,,0.05,0.11,0.1,9,75
213,ER075,"Pisang angleng (pisang
ampyang), segar",DABM-1964,buah,single,80.3,68,1.3,0.2,17.2,0.8,1,10,26,0.6,23,215.7,0,0,,9,76,0.08,0.05,2.5,6,75
214,ER076,"Pisang ayam, segar",KZGMI-2001,buah,single,71.2,120,1.1,0.2,26.8,4.1,0.7,20,61,0.4,6,392,0.1,0.3,,24,,0.1,0.02,1,26,75
215,ER077,"Pisang gapi, segar",KZGMI-2001,buah,single,66.3,131,1.6,0.1,31.1,11.7,1,58,40,0.3,6,392,0.1,0.3,,13,,0.18,0.02,0.3,13,75
216,ER078,"Pisang goroho, segar",KZGMI-2001,buah,single,69.4,119,1.5,0.2,27.9,4.6,1,2,30,0.2,36,359,0.1,0.3,,11,,0.15,0.02,1.1,10,75
217,ER079,"Pisang hijau, segar",KZGPI- 1990,buah,single,68.9,121,1,0.1,28.9,0.4,1.1,9,37,0.9,31,529.4,0.3,0.6,,48,1000,0.13,0.06,0,13,72
218,ER080,"Pisang kayu, segar",KZGMI-2001,buah,single,74.4,100,1.4,0.5,23.6,2.6,0.6,15,0,0.1,1,493,0.1,0.3,,3,,0.1,0,0.6,11,75
219,ER081,"Pisang kepok, segar",KZGMI-2001,buah,single,71.9,109,0.8,0.5,26.3,5.7,1,10,30,0.5,10,300,0.1,0.2,,0,,0.1,0,0.1,9,75
220,ER082,"Pisang ketip, segar",KZGMI-2001,buah,single,63.4,145,1.1,0.3,34.5,6.6,0.7,5,54,0.1,4,726,0.2,0.5,,3,,0.13,0.02,0.8,95,75
221,ER083,"Pisang kidang, segar",KZGPI- 1990,buah,single,75.4,96,1,0.2,22.5,0.6,0.9,87,173,0.6,6,418.8,0.2,0.5,,38,58,0.04,0.1,0.9,2,70
222,ER084,"Pisang lampung, segar",DABM-1964,buah,single,72.1,99,1.3,0.2,25.6,4.3,0.8,10,19,0.9,28,475,0.3,0.5,,43,618,0.07,0.12,1,4,75
223,ER085,"Pisang mas bali
ampenan, segar",KZGMI-2001,buah,single,76.8,92,1.4,0.2,21,3.7,0.5,7,29,1.2,32,272,0.2,0.4,,14,,0.09,0.03,0.6,11,75
224,ER086,"Pisang mas bali
kopang, segar",KZGMI-2001,buah,single,64.2,127,1.4,0.2,31.8,3.7,2.4,10,0,0.1,43,616,0.1,0.4,,21,,0.21,0.05,0.9,17,75
225,ER087,"Pisang mas, segar",DABM-1964,buah,single,64.2,127,1.4,0.2,33.6,1.4,0.6,7,25,0.8,42,392,195.8,0.5,,17,79,0.09,0.08,4.5,2,85
226,ER088,"Pisang raja sereh,
segar",KZGPI- 1990,buah,single,69.3,108,1.3,0.3,28.2,0.7,1,16,38,0.1,31,522.6,0.3,0.6,,48,480,0.02,0.08,1.1,2,86
227,ER089,"Pisang raja, segar",DABM-1964,buah,single,65.8,120,1.2,0.2,31.8,5.3,1,10,22,0.8,35,582.2,0.3,0.7,,53,950,0.06,0.14,1.2,10,70
228,ER090,"Pisang rotan, segar",KZGPI- 1990,buah,single,76.1,98,1.3,1.2,20.5,1,0.9,17,51,1.1,24,406.9,0.2,0.5,,37,697,0.01,0.1,0.9,2,56
229,ER091,"Pisang talas, segar",KZGMI-2001,buah,single,71,113,1.2,0.2,26.7,4.4,0.9,22,22,0.6,29,48,0.3,0.1,,159,,0.12,0.03,1,9,75
230,ER092,Pisang tujuh bulan,KZGMI-2001,buah,single,75.9,94,0.6,0.2,22.5,3.7,0.8,50,20,0.2,0,4,0.1,0.4,0,72,,0.03,0.03,0.3,6,75
231,ER093,"Pisang ua, segar",KZGMI-2001,buah,single,67.8,128,0.8,0.5,30.2,8.1,0.7,12,28,0.7,33,382,0.2,0.3,,5,,0.09,0.01,1.2,4,75
232,ER094,"Pisang uli, segar",KZGPI- 1990,buah,single,61.8,134,1.1,0.5,35.5,1.4,1.1,31,53,0.9,39,650.3,0.3,0.7,,59,113,0.11,0.16,1.4,3,77
233,ER095,"Purut, segar",KZGPI- 1990,buah,single,81.1,76,4.1,1.1,15.2,1.7,1.4,30,76,0.6,10,285.2,,,,27,93,0.01,0.11,0,0,34
234,ER096,"Rambutan binjai,
segar",KZGMI-2001,buah,single,81,76,0.5,0.2,18,3.8,0.3,15,22,1.2,22,120,0.2,0.2,,0,,0.19,0.01,0.4,13,40
235,ER097,"Rambutan, segar",DABM-1964,buah,single,80.5,69,0.9,0.1,18.1,0.8,0.4,16,16,0.5,16,104.2,0.2,0.1,,0,0,0,0.07,0.5,58,40
236,ER098,"Salak bali, segar",KZGPI- 1990,buah,single,85.1,57,0.5,0.1,13.6,1.3,0.7,94,25,2.1,,,0.1,0.2,0,3,37,0,,,0,93
237,ER099,"Salak medan, segar",KZGMI-2001,buah,single,78.1,55,0.4,0.2,12.8,3.2,8.5,6,46,0.5,39,113,0.2,0.3,0,4,,0.04,0.03,,58,93
238,ER100,"Salak pondoh, segar",KZGPI- 1990,buah,single,77.9,87,0.8,0.4,20.1,0,0.8,38,31,3.9,,,0.1,0.2,0,,40,0,0.12,0.1,8,59
239,ER101,"Salak, segar",DABM-1964,buah,single,78,77,0.4,,20.9,,0.7,28,18,4.2,,,0.1,0.2,,4,0,0.04,,,2,93
240,ER102,"Sawo duren, segar",KZGPI- 1990,buah,single,87.3,64,1,3.1,8,0.8,0.6,18,45,0.8,13,111.4,0,0.1,0,0,0,0.01,0.02,0.1,1,64
241,ER103,"Sawo kecik, segar",KZGPI- 1990,buah,single,73.8,111,0.9,2.3,21.6,1,1.4,20,185,0.7,28,117.8,0,0.1,0,119,12,0,0.04,1.5,19,83
242,ER104,"Sawo Manila, segar",DABM-1964,buah,single,75.5,92,0.5,1.1,22.4,9.5,0.5,25,12,1,26,110.2,0,0.1,0,111,60,0.01,0.04,1.4,21,79
243,ER105,"Semangka, segar",DABM-1964,buah,single,92.1,28,0.5,0.2,6.9,0.4,0.3,7,12,0.2,7,93.8,0,0.1,,315,590,0.05,0.05,0.3,6,46
244,ER106,"Sirsak, segar",DABM-1964,buah,single,81.7,65,1,0.3,16.3,3.2,0.7,14,27,0.6,2,298.9,0.1,1,,8,10,0.07,0.08,0.7,20,68
245,ER107,"Sowa, segar",KZGMI-2001,buah,single,87.7,48,1.6,0.6,9.1,45,10,50,40,0.3,9,0,0.1,1.5,0,364,,0.15,0.23,0.2,4,
246,ER108,"Srikaya, segar",KZGPI- 1990,buah,single,83.4,63,1.1,0.5,13.9,2.1,1.1,127,30,2.7,,,,,0,,31,0.08,,,28,48
247,ER109,"Sukun muda, segar",KZGPI- 1990,buah,single,69.4,119,1.4,0.2,28.1,1.4,1,24,44,1.4,24,414.4,0.1,0.1,,28,4896,0.17,0.17,3.7,52,84
248,ER110,"Sukun tua, segar",KZGPI- 1990,buah,single,67.8,126,1.6,0.2,24.5,1.5,1,37,47,1.6,25,436,0.1,0.1,,30,2000,0.18,0.17,3.9,58,88
249,ER111,"Vigus, segar",KZGMI-2001,buah,single,88,44,2.4,0.1,8.3,,1.2,30,20,0.3,2,180,0.1,0.2,,,,0.26,0.01,,43,
250,ER112,"Wani, segar",KZGPI- 1990,buah,single,81.2,74,0.8,0.3,17.1,3.1,0.6,66,29,1.2,,,,,,,32,0.08,,,80,77
251,OLAHAN/PRODUK/KOMPOSIT,,,buah,processed food,,,,,,,,,,,,,,,,,,,,,,
252,EP001,Barongko,KZGMI-2001,buah,camilan,66.7,159,3.1,5.8,23.5,,0.7,35,65,1.2,46,78,0.3,0.6,,,,,,,,100
253,EP002,Dodol nanas,KZGMI-2001,buah,camilan,16.1,338,1.5,1.2,80.3,,0.9,,,,,,,,,,,0.3,,,8,100
254,EP003,Getuk pisang,KZGPI- 1990,buah,camilan,63.7,144,1.1,0.4,34.1,0.4,0.7,48,32,1,,,,,,,1240,0.55,,,0,100
255,EP004,Keripik lampung,KZGPI- 1990,buah,camilan,5,485,1.7,"22.
2",69.7,0.6,1.5,43,65,0.8,,,,,,,1464,0.34,,,0,100
256,EP005,Ledre pisang,KZGPI- 1990,buah,camilan,3.6,405,4.8,5.1,84.9,0.4,1.6,59,124,2.6,,,,,,4,7330,0.41,,,0,100
257,EP006,Lempog durian,KZGPI- 1990,buah,camilan,25.2,320,3.5,5.7,63.7,4.9,1.9,190,93,2.5,,,,,,,,0.05,0.04,,,100
258,EP007,Loka anjoro,KZGMI-2001,buah,camilan,63.3,163,1.1,4.3,30,,1.3,,,,,,,,,,,,,,,100
259,EP008,Rica-rica taipa,KZGMI-2001,buah,camilan,86.7,49,1.6,0.3,10,,1.4,11,48,3,426,42,0.5,0.5,,13,,0.18,,,15,100
260,EP009,Rujak aceh,KZGMI-2001,buah,camilan,78.7,82,0.4,0.3,19.7,2.4,0.9,,,,,,,,,10,,0.22,0.03,,42,100
261,EP010,Sale kesemek,KZGMI-2001,buah,camilan,25,296,1.1,0.6,71.4,,1.8,,,,,,,,,,,,,,3,100
262,EP011,Sale pisang siam,KZGPI- 1990,buah,camilan,28.9,281,2.4,0.7,66.1,1,2,41,64,1.2,,,,,,,272,0.1,,,0,100
263,EP012,"Sale pisang, cilacap",KZGPI- 1990,buah,camilan,27.1,295,2.3,2.1,66.9,1.3,1.7,47,97,2.8,,,,,,,296,0.14,,,,100
264,EP013,Sanggara belanda,KZGMI-2001,buah,camilan,47.1,242,6.4,7.1,38.2,,1.2,,,,,,,,,,,,,,,100
267,TUNGGAL/SINGLE,,,bumbu,single,,,,,,,,,,,,,,,,,,,,,,
268,NR001,"Asam arang coklat,
segar",KZGPI- 1990,bumbu,single,66.1,130,0.5,1.1,30.9,1.5,1.4,79,113,4.3,13,,0,,,745,0,0.01,0.2,0,0,
269,NR002,"Asam arang merah,
segar",KZGPI- 1990,bumbu,single,75.9,99,0.8,1.6,20.3,2.8,1.4,69,300,4.6,2,96,0,0.1,,529,0,0.01,0.34,1.6,0,
270,NR003,"Asan kandis, kering",KZGPI- 1990,bumbu,single,32.2,261,0.9,1.6,63.3,5,2,192,657,4.4,26,341,0.4,0.3,,0,0,0,0,0.4,0,100
271,NR004,"Asam kandis, segar",KZGPI- 1990,bumbu,single,81.5,75,0.2,1.1,16.1,3.4,1.1,63,139,2.5,93,93,0.1,0.1,,41,0,0.01,0,0.1,0,
272,NR005,"Asam masak pohon,
segar",DABM-1964,bumbu,single,31.4,267,2.8,0.6,62.5,1.2,2.7,74,113,0.6,9,139,0.09,0.1,,9,30,0.34,0.04,0.7,2,48
273,NR006,"Asam payak, segar",KZGPI- 1990,bumbu,single,65.1,135,0.8,0.4,32.1,10,1.6,60,39,5.7,0,,,,,,0,0,,,0,
274,NR007,"Bawang merah, segar",DABM-1964,bumbu,single,88,46,1.5,0.3,9.2,1.7,1,36,40,0.8,7,179,0.06,0.2,,2,,0.03,0.04,0.2,2,90
275,NR008,"Bawang putih, segar",DABM-1964,bumbu,single,71,112,4.5,0.2,23.1,0.6,1.8,42,134,1,46,666,0.09,0.4,,0,,0.22,0.07,0.3,15,88
276,NR009,"Boros kunci, segar",DABM-1964,bumbu,single,90,40,1,0.8,7.2,1,1,50,50,2,33,480,0.02,0.3,,0,5000,0.08,0.68,1.7,50,80
277,NR010,"Boros laja (lengkuas),
segar",DABM-1964,bumbu,single,93,26,1,0.3,4.7,1.1,1,50,50,2,24,137,0.07,0.3,,5,5000,0.08,0.06,0.3,50,80
278,NR011,"Cabai gembor merah,
segar",KZGPI- 1990,bumbu,single,90.8,38,1.6,0.8,6.3,1.6,0.6,49,41,1.1,7,275,0.12,0.2,,5897,3240,0.21,0.12,0,16,89
279,NR012,"Cabai hijau, segar",DABM-1964,bumbu,single,93.4,26,0.7,0.3,5.2,2.6,0.4,14,23,0.4,7,151,0.08,0.2,,44,260,0.05,0.06,0.4,84,82
280,NR013,"Cabai merah, kering",DABM-1964,bumbu,single,10,367,15.9,6.2,61.8,26.9,6.1,160,370,2.3,25,181.5,1.2,1.8,,"1095
5",576,0.4,1.36,4.4,50,85
281,NR014,"Cabai merah, segar",DABM-1964,bumbu,single,90.9,36,1,0.3,7.3,1.4,0.5,29,24,0.5,23,272.4,0.12,0.2,,5833,470,0.05,0.09,3,18,85
282,NR015,"Cabai rawit, segar",DABM-1964,bumbu,single,71.2,120,4.7,2.4,19.9,15.2,1.8,45,85,2.5,34,706.2,0.29,0.6,,1694,"1105
0",0.24,0.09,1.7,70,85
283,NR016,"Cengkeh, kering",DABM-1964,bumbu,single,23.3,330,5.2,8.9,57.4,10,5.2,740,100,4.9,282,961,0.3,0,,265,,"200.
00",0,0,,100
284,NR017,"Daun salam,  bubuk",FCTEA-1972,bumbu,single,13.1,301,14.2,10.9,49,9.4,12.8,86,250,44.1,180,619,1.31,0.7,0,5400,,0.1,0.32,5,0,100
285,NR018,"Jahe, segar",DABM-1964,bumbu,single,55,51,1.5,1,10.1,12,1.2,21,39,1.6,12,441.7,0.48,0.7,,0,9,0.02,0.17,3.3,4,97
286,NR019,Kemiri,DABM-1964,bumbu,single,7,675,19,63,8,3,3,80,200,2,25,430.7,0.23,0.8,,0,0,0.06,0.06,0.4,0,100
287,NR020,"Ketumbar, kering",DABM-1964,bumbu,single,11.2,418,14.1,16.1,54.2,12.3,4.4,630,370,17.9,91,1787,0.95,4.6,,75,1570,0.2,0.35,1.8,0,100
288,NR021,Kluwek,DABM-1964,bumbu,single,51,310,10,24,13.5,,1.5,40,100,2,,,,,,,0,0.15,,,30,80
289,NR022,"Kunyit, segar",DABM-1964,bumbu,single,84.9,69,2,2.7,9.1,0.6,1.3,24,78,3.3,6,406.7,0.05,0.4,,12,,0.03,0.02,0.4,1,78
290,NR023,"Merica, kering",DABM-1964,bumbu,single,12.9,365,11.5,6.8,64.4,1,4.4,460,200,16.4,4,99.7,0.89,1.1,,0,,0.2,0.1,2.5,,100
291,NR024,"Pala, biji, kering",DABM-1964,bumbu,single,14.3,518,7.5,36.4,40.1,3.5,1.7,120,240,4.6,2,78.7,0.94,2,,7,,0.2,0.02,0.5,0,95
292,OLAHAN/PRODUK/KOMPOSIT,,,bumbu,processed food,,,,,,,,,,,,,,,,,,,,,,
293,NP001,Balichong,KZGMI-2001,bumbu,processed food,59.9,152,13.2,0.8,22.9,1.5,3.6,380,210,2.9,120,310,0.8,1.1,34,0,,0.01,0.08,0.2,,
294,NP002,Bekasam,KZGMI-2001,bumbu,processed food,65.5,116,11.9,4.9,6.1,3.5,11.6,704,757,7.5,711,176,0.8,1.9,,0,,0,0.03,2.1,,
295,NP003,Bekasang,KZGMI-2001,bumbu,processed food,67.1,78,11.4,2,3.6,0.4,15.9,54,97,2.6,4016,121,0.2,4.8,,,,0.15,0.12,0.6,,
296,NP004,Cuka,DABM-1964,bumbu,processed food,94.5,21,0.1,0.1,5,0,0.3,7,10,0.5,21,37.8,0,0,,0,,0.24,0,0.7,,100
297,NP005,Kecap,DABM-1964,bumbu,processed food,63,71,5.7,1.3,9,0,21,123,96,5.7,1114,,0.04,,0,,,0,,,0,100
298,NP006,Petis ikan,DABM-1964,bumbu,processed food,56,165,20,0.2,20.8,,3,37,36,2.8,,,,,,,0,0.01,0.2,0.8,0,100
299,NP007,Petis udang kering,KZGPI- 1990,bumbu,processed food,8.3,345,23.8,1.4,59.3,0,7.1,221,397,3.8,"1199
8",462.8,0.75,1.9,,0,232,1.02,0.4,2.2,0,100
300,NP008,Petis udang pasta,DABM-1964,bumbu,processed food,39,220,15,0.9,38,2.3,7.1,37,36,2.8,7981,307.9,0.5,1.3,,0,0,0.01,0.13,1.7,0,100
301,NP009,Saos tomat,DABM-1964,bumbu,processed food,69.5,110,2,0.4,24.5,0.9,3.6,12,18,0.8,890,129.6,0.18,0.3,,357,570,0.09,0.06,1.7,11,100
302,NP010,Tempoya,KZGMI-2001,bumbu,processed food,70.1,110,1.7,1.3,21.9,2.6,5,190,45,2.9,597,486.3,,,,71,,0.3,0.04,1.1,0,100
303,NP011,Terasi,KZGPI- 1990,bumbu,processed food,33.8,155,22.3,2.9,9.9,2.7,31.1,3812,726,78.5,1664,821.4,0.99,2.4,,0,0,0.24,0,3.3,0,100
304,NP012,Terasi dobo,KZGMI-2001,bumbu,processed food,58.4,191,33.1,3.6,6.6,1.6,11.5,2250,1130,22.9,650,1260,2.9,5,,0,,3.74,0.22,2,,100
305,NP013,Terasi merah,DABM-1964,bumbu,processed food,40,174,30,3.5,5.6,2.2,20.4,100,150,3.1,7850,302.8,0.49,1.2,,0,0,0,0.12,1.7,0,100
306,TUNGGAL/SINGLE,,,daging dan unggas,single,,,,,,,,,,,,,,,,,,,,,,
