,KODE,NAMA BAHAN,SUMBER,Food Group,Type,AIR (g),ENERGI (Kal),PROTEIN (g),LEMAK (g),KH (g),SERAT (g),ABU (g),KALSIUM (mg),FOSFOR (mg),BESI (mg),NATRIUM (mg),KALIUM (mg),TEMBAGA(mg),SENG (mg),RETINOL (mcg),B-KAR (mcg),KAR -TOTAL (mcg),THIAMIN (mg),RIBOFLAVIN (mg),NIASIN (mg),VIT_C (mg),Unnamed: 24
605,GP051,"Udang kering, mentah",KZGMI-2001,prooduk laut,processed food,14.9,278.0,62.6,4.1,2.2,,16.2,760.0,510.0,5.2,540.0,360.0,2.4,3.2,39.0,,,,,0.1,,
606,GP052,"Udang papay, mentah",KZGMI-2001,prooduk laut,processed food,24.5,273.0,47.8,3.8,12.5,,11.5,1109.0,789.0,2.4,651.0,802.0,2.6,10.8,,,,,,,,
607,TUNGGAL/SINGLE,,,sayuran,single,,,,,,,,,,,,,,,,,,,,,,
608,DR001,"Akar tonjong, segar",KZGPI-1990,sayuran,single,86.7,45.0,1.1,0.4,10.8,1.2,1.0,72.0,125.0,1.3,96.0,1147.1,0.02,0.2,0.0,83.0,90.0,0.02,0.03,1.9,2,100.0
609,DR002,"Ale,toge, segar",KZGPI-1990,sayuran,single,90.6,37.0,4.4,0.5,3.8,1.7,0.7,50.0,248.0,2.0,2.0,105,0.16,0.4,0.0,0.0,35.0,0.02,0.09,0.6,46,90.0
610,DR003,"Andaliman, segar",KZGPI-1990,sayuran,single,74.2,99.0,4.6,1.0,18.0,8.5,2.2,383.0,107.0,2.9,,,,,0.0,,6300.0,3.0,,,15,100.0
611,DR004,"Andewi, segar",DABM-1964,sayuran,single,91.8,226.0,1.6,0.2,5.3,4.1,1.1,33.0,66.0,1.0,29.0,414.6,0.13,1.0,,1717.0,,0.14,0.09,0.5,10,80.0
612,DR005,"Bakung, segar",KZGMI-2001,sayuran,single,92.5,27.0,2.0,0.2,4.2,3.8,1.1,19.0,20.0,0.5,37.0,340,0.2,0.3,,1080.0,,0.2,0.1,0.3,42,100.0
613,DR006,"Baligo, segar",DABM-1964,sayuran,single,96.1,15.0,0.4,0.2,3.0,0.4,0.3,19.0,19.0,0.4,2.0,131.1,0.02,0.6,,0.0,,0.04,0.02,0.3,13,69.0
614,DR007,"Bawang bombay,
segar",DABM-1964,sayuran,single,87.5,43.0,1.4,0.2,10.3,2.0,0.6,32.0,44.0,0.5,12.0,9.6,0.1,0.3,,788.0,50.0,0.03,0.21,0.4,9,94.0
615,DR008,"Bayam, segar",KZGPI-1990,sayuran,single,94.5,16.0,0.9,0.4,2.9,0.7,1.3,166.0,76.0,3.5,16.0,456.4,0.13,0.4,,2699.0,2293.0,0.04,0.1,1.0,41,71.0
616,DR009,"Bayam merah, segar",KZGMI-2001,sayuran,single,88.5,41.0,2.2,0.8,6.3,2.2,2.2,520.0,80.0,7.0,20.0,60,0.2,0.8,0.0,7325.0,,0.2,0.1,0.1,62,71.0
617,DR010,"Bit, segar",DABM-1964,sayuran,single,87.6,41.0,1.6,0.1,9.6,2.6,1.1,27.0,43.0,1.0,29.0,404.9,0.2,0.7,,0.0,20.0,0.02,0.05,0.3,10,75.0
618,DR011,Buah kelor,KZGMI-2001,sayuran,single,89.5,38.0,1.5,0.2,7.5,3.2,1.3,30.0,54.0,0.0,48.0,216,0.0,0.2,,31.0,,0.1,0.1,4.1,25,65.0
619,DR012,Buah merah,KZGMI-2001,sayuran,single,81.2,87.0,2.6,2.7,13.1,4.0,0.4,30.0,1.0,1.1,110.0,140,0.1,0.3,0.0,0.0,,1.5,0.1,0.2,15,100.0
620,DR013,"Buncis, segar",KZGPI-1990,sayuran,single,89.6,34.0,2.4,0.3,7.2,1.9,0.5,101.0,42.0,0.7,8.0,250,0.07,0.3,0.0,772.0,550.0,0.05,0.4,2.8,11,90.0
621,DR014,"Bunga pepaya, segar",KZGPI-1990,sayuran,single,87.3,45.0,2.6,0.3,8.1,1.6,1.7,290.0,113.0,4.2,2.0,478.3,0.08,0.8,,2792.0,5.0,0.01,0.28,1.0,23,100.0
622,DR015,"Bunga turi, segar",BKP,sayuran,single,90.4,42.0,2.0,1.1,6.1,3.3,0.4,28.0,23.0,0.8,29.0,97.4,0.1,0.6,,1200.0,0.0,0.5,0.02,0.4,1,96.1
623,DR016,"Caisin, segar",KZGPI-1990,sayuran,single,93.6,20.0,1.7,0.4,3.4,1.2,0.9,123.0,40.0,1.9,18.0,358.2,0.05,1.4,,1675.0,4188.0,0.04,0.19,0.6,3,100.0
624,DR017,"Daun bangun-bangun,
segar",KZGPI-1990,sayuran,single,92.5,27.0,1.3,0.6,4.0,1.0,1.6,279.0,40.0,13.6,4.0,144,,,,1489.0,13288.0,0.16,0.1,0.0,5,66.0
625,DR018,"Daun bawang  merah,
segar",KZGMI-2001,sayuran,single,89.1,41.0,2.0,0.3,7.8,2.1,0.8,60.0,40.0,2.3,30.0,90,0.1,0.3,0.0,218.0,,0.1,0.1,0.2,11,67.0
626,DR019,"Daun bebuas, segar",KZGPI-1990,sayuran,single,87.9,41.0,2.7,1.0,7.3,2.1,1.1,29.0,245.0,1.5,,,,,0.0,,3099.0,0.01,,,3,49.0
627,DR020,"Daun belem, segar",KZGPI-1990,sayuran,single,84.6,50.0,4.4,1.4,7.8,1.9,1.8,698.0,151.0,7.5,,,,,0.0,,13072.0,0.05,,,21,81.0
628,DR021,"Daun bluntas, segar",DABM-1964,sayuran,single,86.0,44.0,1.8,0.5,9.4,,2.3,256.0,49.0,5.6,,,,,,,3980.0,0.02,,,30,65.0
629,DR022,"Daun gandaria, segar",DABM-1964,sayuran,single,81.0,63.0,3.1,0.3,14.0,2.1,1.6,40.0,45.0,4.7,3.0,127.7,,,,503.0,600.0,0.04,0.04,0.2,61,65.0
630,DR023,"Daun gedi besar, segar",KZGMI-2001,sayuran,single,84.0,58.0,2.9,0.7,10.0,3.3,2.4,440.0,100.0,1.9,30.0,40,0.2,2.1,,596.0,,0.4,0.5,2.8,11,65.0
631,DR024,"Daun gedi kecil, segar",KZGMI-2001,sayuran,single,83.7,61.0,3.2,0.7,10.4,3.4,2.0,420.0,70.0,1.7,20.0,50,0.1,1.4,,607.0,,0.4,0.3,2.9,11,65.0
632,DR025,"Daun gelang, segar",KZGPI-1990,sayuran,single,90.3,30.0,1.3,0.7,5.8,1.3,1.9,350.0,210.0,11.9,5.0,333.3,0.31,1.2,0.0,4701.0,1954.0,0.01,0.14,0.7,1,52.0
633,DR026,"Daun gunda bali,
segar",KZGPI-1990,sayuran,single,86.4,50.0,4.6,0.9,7.0,1.4,1.1,167.0,62.0,0.5,,,,,0.0,,6571.0,0.05,,,20,49.0
634,DR027,"Daun gunda serang,
segar",KZGPI-1990,sayuran,single,84.6,62.0,4.2,0.9,9.2,1.3,1.1,171.0,64.0,0.6,,,,,0.0,,7347.0,0.02,,,20,47.0
635,DR028,"Daun jambu mete
muda, segar",DABM-1964,sayuran,single,78.0,78.0,4.6,0.5,16.2,3.0,0.7,33.0,64.0,8.9,14.0,670.5,,,,4484.0,2689.0,0.02,1.12,1.1,65,65.0
636,DR029,"Daun jampang, segar",KZGPI-1990,sayuran,single,88.9,34.0,3.8,0.5,5.3,1.4,1.5,21.0,245.0,1.0,,,,,0.0,,4357.0,0.03,,,3,47.0
637,DR030,"Daun jawaw seluang,
segar",KZGMI-2001,sayuran,single,77.2,93.0,5.0,1.3,15.3,3.9,1.2,146.0,103.0,5.3,2.0,434,0.5,1.5,,,,0.1,0.7,,9,
638,DR031,"Daun jonghe, segar",KZGPI-1990,sayuran,single,91.4,27.0,2.1,0.7,4.4,2.0,1.4,253.0,192.0,9.5,,,,,0.0,,5057.0,0.01,,,1,45.0
639,DR032,"Daun kacang ma,
segar",KZGPI-1990,sayuran,single,89.1,36.0,2.9,0.6,6.8,1.8,0.6,64.0,220.0,2.2,7.0,485.3,0.2,0.3,,2893.0,4377.0,0.04,0.18,1.2,4,33.0
640,DR033,"Daun kacang panjang,
segar",KZGPI-1990,sayuran,single,89.7,30.0,3.1,0.3,5.8,1.7,1.1,200.0,66.0,4.5,7.0,458.6,0.2,0.3,0.0,2734.0,4592.0,0.33,0.2,1.1,30,65.0
641,DR034,"Daun kasbi/singkong
karet, segar",KZGMI-2001,sayuran,single,80.3,92.0,4.0,3.6,10.9,5.8,1.2,140.0,70.0,1.6,70.0,90,0.3,1.1,,9999.0,,0.1,0.2,0.1,74,87.0
642,DR035,"Daun katuk, segar",KZGPI-1990,sayuran,single,81.0,59.0,6.4,1.0,9.9,1.5,1.7,233.0,98.0,3.5,21.0,478.8,0.3,1.3,,9152.0,10020.0,0.0,0.31,2.3,"16
4",40.0
643,DR036,"Daun kecipir, segar",DABM-1964,sayuran,single,85.0,52.0,5.0,0.5,8.5,,1.0,134.0,81.0,6.2,6.0,114,0.3,0.8,,3981.0,5240.0,0.28,0.4,2.2,29,70.0
644,DR037,"Daun kedondong,
segar",DABM-1964,sayuran,single,81.0,59.0,3.5,0.3,13.4,10.7,1.8,540.0,82.0,6.2,12.0,579,,,,1624.0,2900.0,0.06,0.2,1.5,29,65.0
645,DR038,"Daun kelor, segar",KZGMI-2001,sayuran,single,75.5,92.0,5.1,1.6,14.3,8.2,3.5,1077.0,76.0,6.0,61.0,298,0.1,0.6,,3266.0,,0.3,0.1,4.2,22,65.0
646,DR039,"Daun kemang, segar",DABM-1964,sayuran,single,85.0,43.0,5.5,0.3,7.5,8.4,1.7,35.0,106.0,1.0,10.0,457.1,,,,1282.0,1017.0,0.06,0.1,1.2,30,65.0
647,DR040,"Daun kenikir, segar",BKP,sayuran,single,87.6,45.0,3.7,0.5,6.6,5.8,1.7,328.0,65.0,2.7,6.0,431,0.1,0.6,,30200.0,12.0,0.5,0.3,4.5,0,36.3
648,DR041,"Daun kesum, segar",KZGPI-1990,sayuran,single,84.8,48.0,4.5,0.8,9.1,1.6,0.8,125.0,142.0,2.6,11.0,174.7,0.4,1.2,0.0,4216.0,8715.0,0.01,0.1,1.6,4,53.0
649,DR042,"Daun kol sawi, segar",KZGPI-1990,sayuran,single,93.1,22.0,2.1,0.5,3.6,0.9,0.7,200.0,92.0,3.2,19.0,386.2,0.1,0.2,0.0,1806.0,2177.0,0.03,0.2,0.6,3,87.0
650,DR043,"Daun koro, segar",DABM-1964,sayuran,single,91.0,23.0,3.0,0.3,3.7,,2.0,134.0,81.0,6.2,4.0,68.4,0.2,0.5,,2386.0,5240.0,0.28,0.2,1.3,29,65.0
651,DR044,"Daun kubis, segar",KZGMI-2001,sayuran,single,86.2,51.0,2.5,1.1,8.0,3.4,2.2,100.0,50.0,3.4,50.0,100,0.9,0.6,,9999.0,,0.4,0.1,0.2,16,75.0
652,DR045,"Daun kumak, segar",KZGPI-1990,sayuran,single,95.2,14.0,1.3,0.3,2.3,0.9,0.9,90.0,59.0,2.7,2.0,36.5,0.1,0.3,,1274.0,2961.0,0.01,0.0,0.5,3,78.0
653,DR046,"Daun labu siam, segar",DABM-1964,sayuran,single,89.7,34.0,4.0,0.4,4.7,3.5,1.2,58.0,70.0,2.5,16.0,630.7,0.2,0.3,,4773.0,2025.0,0.08,0.4,1.7,16,100.0
654,DR047,"Daun labu
waluh/kuning, segar",DABM-1964,sayuran,single,89.7,34.0,3.6,0.6,4.5,2.9,1.6,138.0,99.0,3.7,16.0,630.7,0.2,0.3,,1258.0,2750.0,0.14,0.2,1.3,36,70.0
655,DR048,"Daun lamtoro, segar",KZGPI-1990,sayuran,single,74.0,87.0,8.3,1.8,14.4,3.3,1.5,725.0,174.0,3.9,10.0,197.7,0.5,1.4,0.0,6900.0,13040.0,0.0,0.1,2.3,32,40.0
656,DR049,"Daun leilem, segar",KZGMI-2001,sayuran,single,79.4,76.0,2.8,0.2,15.8,3.1,1.8,296.0,22.0,3.4,6.0,46,0.5,1.1,,753.0,,0.3,0.1,2.5,22,90.0
657,DR050,"Daun leunca, segar",DABM-1964,sayuran,single,85.0,49.0,4.7,0.5,8.1,,1.7,210.0,80.0,6.1,,,,,,,1900.0,0.14,,,40,70.0
658,DR051,"Daun lobak, segar",DKBM-1964,sayuran,single,90.0,30.0,2.3,0.4,5.8,3.2,1.4,140.0,33.0,3.7,16.0,747.4,0.2,0.2,,5039.0,1000.0,0.07,1.1,6.5,"10
9",70.0
659,DR052,"Daun lompong talas,
segar",DABM-1964,sayuran,single,87.2,44.0,3.0,0.8,7.4,3.3,1.6,76.0,59.0,1.0,3.0,578.4,0.2,0.4,,2584.0,2000.0,0.08,0.4,1.4,31,75.0
660,DR053,"Daun mangkokan,
segar",DABM-1964,sayuran,single,82.0,57.0,3.7,0.3,11.8,,2.2,474.0,49.0,4.0,,,,,,,5450.0,0.06,,,83,80.0
661,DR054,"Daun matel ambon,
segar",KZGPI-1990,sayuran,single,77.1,71.0,6.8,1.6,11.5,4.6,3.0,93.0,95.0,10.2,,,,,0.0,,49.0,0.08,,,26,100.0
662,DR055,"Daun melinjo, segar",DABM-1964,sayuran,single,70.8,104.0,5.0,1.3,21.3,10.3,1.6,219.0,82.0,4.2,12.0,604.8,0.4,0.6,,823.0,10000.0,0.09,,,"18
2",88.0
663,DR056,"Daun mengkudu,
segar",KZGPI-1990,sayuran,single,80.9,65.0,4.0,1.7,11.4,3.9,2.0,296.0,40.0,6.9,,,,,0.0,2.0,4958.0,0.01,0.1,5.7,35,90.0
664,DR057,"Daun ndusuk, segar",KZGMI-2001,sayuran,single,56.0,166.0,1.7,0.5,38.8,10.7,3.0,40.0,20.0,1.8,40.0,310,0.2,0.7,,14457.0,,0.4,0.1,0.1,30,
665,DR058,"Daun oyong, segar",DABM-1964,sayuran,single,93.0,22.0,1.0,0.1,5.3,2.0,0.6,21.0,44.0,2.0,40.0,295.5,0.1,0.2,,855.0,1000.0,0.08,0.1,0.8,"15
0",65.0
666,DR059,"Daun pakis, segar",KZGPI-1990,sayuran,single,86.8,39.0,4.5,0.4,6.9,2.0,1.4,136.0,159.0,2.3,20.0,201.9,0.2,0.3,0.0,1625.0,3292.0,0.02,0.1,0.5,3,70.0
667,DR060,"Daun pakis longgiho,
segar",KZGMI-2001,sayuran,single,89.5,54.0,2.2,3.6,3.1,2.1,1.6,40.0,80.0,0.7,70.0,500,0.4,0.1,,168.0,,0.4,0.3,0.2,8,70.0
668,DR061,"Daun pakis
wambateu, segar",KZGMI-2001,sayuran,single,86.9,53.0,3.4,1.2,7.2,4.8,1.3,30.0,100.0,0.3,20.0,200,0.2,0.3,,191.0,,0.7,0.2,0.3,6,70.0
669,DR062,"Daun paku, segar",KZGMI-2001,sayuran,single,88.8,29.0,3.4,0.1,6.5,4.3,1.2,13.0,88.0,1.3,19.0,434,0.5,0.7,,18.0,,0.2,0.1,11.7,10,70.0
670,DR063,"Daun pangi,segar",KZGMI-2001,sayuran,single,76.1,104.0,3.9,0.6,17.9,8.3,1.5,256.0,22.0,1.8,4.0,266,1.7,0.5,,55.0,,0.4,0.1,0.1,23,90.0
671,DR064,"Daun pare, segar",KZGMI-2001,sayuran,single,87.3,49.0,2.7,1.0,8.4,3.0,1.6,217.0,70.0,3.3,7.0,498,0.4,1.2,,1800.0,,0.4,0.2,0.6,7,
672,DR065,"Daun pepaya, segar",DABM-1964,sayuran,single,75.4,87.0,8.0,2.0,11.9,1.5,2.7,353.0,63.0,0.8,4.0,926.6,0.2,1.5,,5409.0,18250.0,0.15,0.5,1.9,"14
0",71.0
673,DR066,"Daun pohpohan, segar",KZGPI-1990,sayuran,single,87.4,37.0,2.5,0.8,6.9,2.6,2.4,744.0,80.0,5.9,,,,,0.0,,7378.0,0.03,,,5,69.0
674,DR067,"Daun selasih, segar",KZGMI-2001,sayuran,single,83.1,62.0,4.0,0.5,10.5,5.3,1.9,122.0,16.0,13.9,3.0,259,0.4,0.7,0.0,4112.0,,0.5,0.1,0.2,24,53.0
675,DR068,"Daun semanggi, segar",KZGPI-1990,sayuran,single,84.7,45.0,4.4,0.5,8.5,1.9,1.9,98.0,90.0,7.0,64.0,520.7,0.5,0.3,0.0,64.0,3365.0,0.01,0.5,0.7,6,90.0
676,DR069,"Daun simpur, segar",KZGPI-1990,sayuran,single,86.2,53.0,3.2,2.5,7.6,1.6,0.9,228.0,194.0,3.5,,,,,0.0,,3346.0,0.02,,,5,100.0
677,DR070,"Daun singkil, segar",KZGPI-1990,sayuran,single,80.9,68.0,2.0,1.0,15.2,3.3,0.9,178.0,86.0,2.1,,,,,,,6042.0,0.02,,,3,70.0
678,DR071,"Daun singkong, segar",KZGPI-1990,sayuran,single,84.4,50.0,6.2,1.1,7.1,2.4,1.2,166.0,99.0,1.3,17.0,23.1,0.1,2.0,0.0,3204.0,7052.0,0.04,0.1,1.8,"10
3",87.0
679,DR072,"Daun singkong
ambon, segar",DABM-1964,sayuran,single,58.0,144.0,12.7,1.2,25.2,10.2,2.9,165.0,54.0,3.9,44.0,62.2,0.2,5.4,,8627.0,13000.0,0.21,1.0,4.2,"22
0",87.0
680,DR073,"Daun singkong
ampenan, segar",KZGMI-2001,sayuran,single,84.4,50.0,6.2,1.1,7.1,2.4,1.2,352.0,123.0,2.7,49.0,570,0.2,1.3,,7917.0,,0.5,0.1,1.6,"10
3",87.0
681,DR074,"Daun singkong
kopang, segar",KZGMI-2001,sayuran,single,81.1,74.0,6.3,0.7,10.7,4.6,1.2,142.0,115.0,1.7,32.0,382,0.2,1.5,,3882.0,,0.5,0.5,1.9,"21
1",87.0
682,DR075,"Daun sintrong, segar",KZGPI-1990,sayuran,single,88.5,36.0,2.6,0.9,6.1,1.7,1.9,398.0,95.0,9.3,64.0,444.4,0.1,0.4,0.0,10178.0,8868.0,0.03,0.2,0.9,3,94.0
683,DR076,"Daun talas, segar",KZGPI-1990,sayuran,single,81.1,59.0,3.0,0.4,13.5,3.0,2.0,236.0,50.0,2.4,4.0,854.1,0.4,0.5,0.0,3816.0,5740.0,0.07,0.6,2.0,24,80.0
684,DR077,"Daun tespong, segar",DABM-1964,sayuran,single,81.0,70.0,2.9,0.3,13.9,2.3,1.9,155.0,65.0,2.5,72.0,,0.15,0.9,,171.0,2500.0,0.05,0.7,1.4,21,60.0
685,DR078,"Daun ubi kuning,
segar",KZGMI-2001,sayuran,single,83.5,62.0,3.7,0.3,11.1,6.4,1.4,170.0,40.0,0.6,10.0,0,0.2,0.5,,3564.0,,0.3,0.3,1.2,4,75.0
686,DR079,"Daun ubi merah, segar",KZGPI-1990,sayuran,single,84.4,48.0,3.0,0.3,10.8,1.4,1.5,80.0,81.0,6.4,33.0,517.3,0.0,0.4,0.0,5453.0,4697.0,0.1,0.2,1.2,27,75.0
687,DR080,"Daun ubi putih, segar",KZGMI-2001,sayuran,single,87.5,46.0,2.8,0.2,8.2,4.8,1.3,120.0,50.0,0.8,10.0,0,0.2,0.5,,103.0,,0.3,0.3,0.9,8,75.0
688,DR081,"Daun ubi tinta, segar",KZGMI-2001,sayuran,single,85.1,55.0,1.7,0.1,11.9,7.6,1.2,120.0,40.0,0.6,10.0,0,0.2,0.5,,516.0,,0.2,0.0,0.0,7,75.0
689,DR082,"Eceng, segar",DABM-1964,sayuran,single,93.0,19.0,1.0,0.2,3.8,1.8,2.0,80.0,45.0,3.7,45.0,634.1,,,,7.0,1000.0,0.08,0.1,0.7,50,70.0
690,DR083,"Gambas (oyong),
segar",DABM-1964,sayuran,single,94.5,19.0,0.8,0.2,4.1,1.3,0.4,19.0,33.0,0.9,23.0,109.1,0.0,0.1,,17.0,380.0,0.03,0.0,0.4,8,85.0
691,DR084,"Genjer, segar",DABM-1964,sayuran,single,90.0,35.0,1.7,0.2,7.7,2.5,0.4,62.0,33.0,2.1,64.0,905.8,,,,,3800.0,0.07,0.1,1.1,54,70.0
692,DR085,"Jagung muda / semi,
segar",DABM-1964,sayuran,single,89.5,35.0,2.2,0.1,7.4,1.9,0.8,7.0,100.0,0.5,353.0,230.2,0.1,0.8,0.0,23.0,200.0,0.08,0.16,0.9,8,100.0
693,DR086,Jamur encik,KZGMI-2001,sayuran,single,24.8,296.0,9.4,1.1,62.0,,2.7,5.0,277.0,5.3,2.0,0,0.2,3.1,,,,1.1,0.1,,,95.0
694,DR087,"Jamur kuping, kering",DABM-1964,sayuran,single,14.9,294.0,16.0,0.9,64.6,46.5,3.6,51.0,223.0,6.7,174.0,726.1,0.29,5.5,0.0,11.0,0.0,0.11,0.6,2.7,0,100.0
695,DR088,"Jamur kuping, segar",DABM-1964,sayuran,single,93.7,21.0,3.8,0.6,0.9,5.1,1.0,3.0,94.0,1.7,17.0,33.4,0.19,0.1,0.0,1.0,0.0,0.1,0.09,0.1,5,100.0
696,DR089,"Jamur merang, segar",BKP,sayuran,single,91.5,30.0,3.5,0.2,4.0,2.4,0.8,14.0,117.0,1.0,6.0,300,0.3,0.8,,0.0,0.0,0.02,0.2,0.5,0,100.0
697,DR090,"Jamur tiram, segar",BKP,sayuran,single,92.5,30.0,1.9,0.1,5.5,3.6,0.6,9.0,83.0,0.7,22.0,226,0.0,0.8,,0.0,0.0,0.3,0.2,1.0,0,100.0
698,DR091,Jamur sagu,KZGMI-2001,sayuran,single,91.3,48.0,1.9,3.2,2.8,1.0,0.8,10.0,90.0,0.6,100.0,440,0.6,0.6,,0.0,,0.2,0.2,6.5,,95.0
699,DR092,"Jantung pisang, segar",DABM-1964,sayuran,single,90.2,32.0,1.2,0.3,7.1,3.2,1.2,30.0,50.0,0.1,3.0,524,0.09,0.3,0.0,201.0,170.0,0.05,0.03,0.8,10,25.0
700,DR093,"Jengkol, segar",KZGMI-2001,sayuran,single,52.7,192.0,5.4,0.3,40.7,1.5,0.9,4.0,150.0,0.7,60.0,241,0.3,0.6,,,,0.05,0.2,0.5,31,95.0
701,DR094,"Jotang, segar",DABM-1964,sayuran,single,89.0,34.0,1.9,0.3,7.1,3.5,1.7,162.0,41.0,4.0,59.0,388.5,0.3,1.2,,2.0,3918.0,0.03,,0.4,20,70.0
702,DR095,"Kabau, segar",KZGMI-2001,sayuran,single,67.2,130.0,6.7,0.3,25.2,2.9,0.6,4.0,204.0,0.5,1.0,397.8,0.2,0.5,,165.0,,0.8,0.1,0.3,16,95.0
703,DR096,"Kacang mekah,
polong, segar",KZGPI-1990,sayuran,single,93.6,22.0,1.1,1.0,3.4,1.1,0.9,63.0,296.0,1.0,2.0,69.2,0.3,,0.0,197.0,116.0,0.02,,0.4,0,91.0
704,DR097,"Kacang panjang, segar",KZGMI-2001,sayuran,single,91.8,31.0,2.3,0.1,5.3,2.7,0.5,60.0,64.0,0.6,30.0,213,0.1,0.5,0.0,125.0,,0.7,0.1,0.3,46,92.0
705,DR098,Kacang ranti polong,KZGPI-1990,sayuran,single,88.5,37.0,3.1,0.2,7.9,2.5,0.3,103.0,126.0,0.8,,,,,,,2312.0,0.02,,,6,83.0
706,DR099,"Kalakai, segar",KZGMI-2001,sayuran,single,89.9,38.0,2.4,0.2,6.6,5.8,0.9,18.0,90.0,1.1,7.0,443,0.4,0.9,,44.0,,0.3,0.1,,8,70.0
707,DR100,"Kangkung, segar",KZGPI-1990,sayuran,single,91.0,28.0,3.4,0.7,3.9,2.0,1.0,67.0,54.0,2.3,65.0,250.1,0.13,0.4,,2868.0,5542.0,0.07,0.36,2.0,17,60.0
708,DR101,Kangkung tondano,KZGMI-2001,sayuran,single,88.5,43.0,1.8,0.2,8.4,4.3,1.1,72.0,9.0,0.7,30.0,361,0.3,0.4,,2741.0,,0.8,0.1,1.1,23,60.0
709,DR102,"Kapri muda, segar",DABM-1964,sayuran,single,86.8,45.0,3.3,0.2,9.0,1.8,0.7,51.0,85.0,1.0,2.0,118.4,0.09,0.7,,72.0,440.0,0.2,0.1,0.9,49,80.0
710,DR103,Karawila,KZGMI-2001,sayuran,single,93.7,25.0,2.3,0.2,3.5,2.1,0.3,25.0,67.0,0.3,8.0,88.4,0.08,0.3,,21.0,,0.1,0.1,0.4,39,80.0
711,DR104,"Kecipir muda, segar",DABM-1964,sayuran,single,90.4,32.0,2.9,0.2,5.8,5.5,0.7,63.0,37.0,0.3,3.0,103.8,0.18,0.4,,261.0,595.0,0.24,0.11,0.7,19,96.0
712,DR105,"Kecombrang, segar",KZGPI-1990,sayuran,single,90.0,34.0,0.9,1.0,6.7,2.6,1.4,60.0,16.0,1.0,47.0,650.6,,,0.0,0.0,73.0,0.0,0.02,0.8,0,100.0
713,DR106,"Kelawi,kluwih, segar",DABM-1964,sayuran,single,70.0,118.0,1.5,0.3,27.2,5.0,1.0,28.0,32.0,0.9,2.0,500.9,0.09,0.1,,0.0,20.0,0.1,0.03,0.9,19,77.0
714,DR107,"Kembang turi, segar",DABM-1964,sayuran,single,87.4,51.0,1.8,0.6,9.6,5.0,0.6,23.0,29.0,0.9,22.0,275.3,0.15,0.9,,201.0,105.0,0.13,0.12,0.6,41,83.0
715,DR108,"Kerokot, segar",DABM-1964,sayuran,single,93.0,26.0,1.7,0.4,3.8,1.0,1.1,103.0,39.0,3.6,4.0,240.5,0.23,0.9,,0.0,2550.0,0.03,0.09,0.2,25,80.0
716,DR109,"Ketimun, segar",KZGPI-1990,sayuran,single,97.9,8.0,0.2,0.2,1.4,0.3,0.3,29.0,95.0,0.8,2.0,57.1,0.02,0.1,0.0,18.0,314.0,0.01,0.02,0.1,1,55.0
717,DR110,"Ketimun krai, segar",KZGPI-1990,sayuran,single,96.8,10.0,0.5,0.2,2.0,0.6,0.5,20.0,98.0,1.0,10.0,82.1,0.03,0.1,0.0,19.0,21.0,0.02,0.03,0.1,3,82.0
718,DR111,"Ketimun madura,
segar",KZGPI-1990,sayuran,single,97.1,9.0,0.5,0.1,1.9,0.7,0.4,15.0,102.0,0.6,2.0,78.9,0.02,0.1,0.0,25.0,0.0,0.02,0.02,0.1,5,89.0
719,DR112,"Komak, segar",KZGMI-2001,sayuran,single,74.3,99.0,3.3,0.1,21.2,10.3,1.1,50.0,99.0,13.1,15.0,567,0.2,0.6,,5.0,,0.2,0.19,0.1,,80.0
720,DR113,Kool kembang,DABM-1964,sayuran,single,91.7,25.0,2.4,0.2,4.9,1.6,0.8,22.0,72.0,1.1,47.0,187,0.04,0.3,,24.0,90.0,0.11,0.09,0.6,69,57.0
721,DR114,"Kool merah,kool putih",DABM-1964,sayuran,single,92.4,29.0,1.4,0.2,5.3,1.9,0.9,46.0,31.0,0.5,28.0,236.8,0.29,0.3,,46.0,80.0,0.06,0.07,0.3,50,75.0
722,DR115,"Koro kerupuk, polong",DABM-1964,sayuran,single,67.2,128.0,8.3,0.7,22.1,,1.7,17.0,12.0,2.7,,,,,,,80.0,0.11,,,31,68.0
723,DR116,"Koro wedus, polong",DABM-1964,sayuran,single,88.0,46.0,3.0,0.3,7.9,3.3,0.8,56.0,47.0,1.1,2.0,249.3,0.09,0.4,,66.0,870.0,0.09,0.09,0.5,17,70.0
724,DR117,"Kucai, segar",DABM-1964,sayuran,single,86.3,45.0,2.2,0.3,10.3,4.8,0.9,52.0,50.0,1.1,21.0,439.5,0.11,0.5,,2685.0,40.0,0.11,0.2,1.8,17,52.0
725,DR118,"Kucai muda (Lokio),
segar",DABM-1964,sayuran,single,86.0,42.0,3.8,0.6,7.8,4.9,1.8,76.0,91.0,2.5,22.0,449.1,0.11,0.5,,2744.0,500.0,0.11,0.2,1.8,59,100.0
726,DR119,Kulit melinjo,KZGPI-1990,sayuran,single,71.9,111.0,4.5,1.1,20.7,5.0,1.8,117.0,179.0,2.6,,,,,0.0,,1267.0,0.07,,,7,100.0
727,DR120,"Kundur, segar",KZGMI-2001,sayuran,single,94.0,22.0,0.4,0.2,4.7,1.3,0.7,3.0,54.0,0.5,2.0,200,0.1,0.3,,7.0,,0.1,0.03,0.4,1,57.0
